project	n_samples	n_experiments	n_runs	runs_per_sample_max	strict_1to1	n_assay_triples	distinct_wells	well_coverage	looks_plate	plate_format	plates_est	assay_triples	found_by
PRJDB9216	1	1	1	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|RANDOM	96-well
PRJEB20006	1	1	1	1	True	1	1	1.0	False		1.0	RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|Oligo-dT	Fluidigm C1;STRT-seq
PRJEB46197	1	1	3	3	False	1	0	0.0	False			FL-cDNA|TRANSCRIPTOMIC|PolyA	smart-seq3
PRJNA1003833	1	1	1	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	384-well
PRJNA1049437	1	1	384	384	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	384-well
PRJNA1061057	1	1	1	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	smart-seq3;smartseq3
PRJNA1082248	1	1	1	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	MARS-seq
PRJNA1145880	1	1	2	2	False	1	1	1.0	False		1.0	RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	benchmark GSE274290
PRJNA1151648	1	1	2	2	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	96-well
PRJNA1157309	1	1	1	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	smart-seq2
PRJNA1162922	1	1	1	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	smart-seq3
PRJNA1199928	1	1	1	1	True	1	0	0.0	False			WGA|METAGENOMIC|MDA	96-well
PRJNA1226360	1	3	3	3	False	2	0	0.0	False			Hi-C|GENOMIC|Restriction Digest;WGS|GENOMIC|RANDOM	smart-seq2
PRJNA1228558	1	1	1	1	True	1	0	0.0	False			OTHER|GENOMIC|other	384-well
PRJNA1251540	1	1	1	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	smart-seq3
PRJNA1252130	1	12	12	12	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	96-well
PRJNA1294292	1	1	1	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	smart-seq2
PRJNA1304262	1	1	1	1	True	1	1	1.0	False		1.0	RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	benchmark GSE305031
PRJNA1334314	1	1	1	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	smart-seq3
PRJNA1402735	1	8	8	8	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	SMART-Seq v4
PRJNA1403380	1	1	4266	4266	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	smart-seq3
PRJNA1429303	1	1	4	4	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	384-well
PRJNA1479856	1	1	1	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	96-well
PRJNA283181	1	1	1	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	CEL-seq
PRJNA322518	1	1	1	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	MARS-seq
PRJNA422575	1	18	18	18	False	1	0	0.0	False			WXS|GENOMIC|Hybrid Selection	96-well
PRJNA482659	1	1	1	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	CEL-seq2;plate-based single cell
PRJNA482660	1	1	1	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	CEL-seq2;plate-based single cell
PRJNA486514	1	1	1	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	CEL-seq2;CEL-seq;plate-based single cell
PRJNA486516	1	1	1	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	CEL-seq2;plate-based single cell
PRJNA523629	1	1	1	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	CEL-seq2
PRJNA524539	1	10	10	10	False	1	0	0.0	False			Targeted-Capture|GENOMIC|PCR	96-well
PRJNA546235	1	1	384	384	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	smartseq2;384-well
PRJNA592552	1	1	2	2	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	384-well
PRJNA608758	1	80	80	80	False	1	0	0.0	False			AMPLICON|GENOMIC|RANDOM PCR	96-well
PRJNA622464	1	1	384	384	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	smart-seq2
PRJNA663611	1	1	1	1	True	1	0	0.0	False			OTHER|TRANSCRIPTOMIC|other	smart-seq2
PRJNA702190	1	1	6	6	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	MARS-seq
PRJNA721091	1	645	645	645	False	1	0	0.0	False			AMPLICON|GENOMIC|PCR	96-well
PRJNA725879	1	291	291	291	False	3	0	0.0	False			Hi-C|OTHER|unspecified;RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA;WGS|GENOMIC|unspecified	smartseq2
PRJNA733149	1	1	1	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	SCRB-seq
PRJNA754396	1	1	1	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	384-well
PRJNA758407	1	1	5	5	False	1	1	1.0	False		1.0	RNA-Seq|TRANSCRIPTOMIC|cDNA	96-well
PRJNA760458	1	1	12	12	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	CEL-seq
PRJNA773779	1	1	8	8	False	1	0	0.0	False			ATAC-seq|GENOMIC|other	STRT-seq
PRJNA774147	1	18	18	18	False	1	0	0.0	False			Bisulfite-Seq|GENOMIC SINGLE CELL|RANDOM	plate-based single cell
PRJNA812500	1	1	1	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	96-well
PRJNA863307	1	1	1	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	SCRB-seq
PRJNA864030	1	1	1	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	plate-based single cell
PRJNA870142	1	1	3	3	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	MARS-seq
PRJNA877787	1	56	56	56	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|Oligo-dT	smart-seq2
PRJNA891643	1	1	2	2	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	CEL-seq2
PRJNA984641	1	1	2	2	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	96-well
PRJNA997719	1	6	6	6	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|PCR	smart-seq2
