project	n_samples	n_experiments	n_runs	runs_per_sample_max	strict_1to1	n_assay_triples	distinct_wells	well_coverage	looks_plate	plate_format	plates_est	assay_triples	found_by
PRJNA635139	6	6	6	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	CEL-seq
PRJNA638627	6	6	24	4	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	SMART-Seq v4
PRJNA641647	6	387	387	74	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|RT-PCR	Fluidigm C1
PRJNA643628	6	6	6	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	CEL-seq2
PRJNA645253	6	6	6	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|RT-PCR	SMART-Seq v4
PRJNA663610	6	6	6	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	smart-seq2
PRJNA663876	6	6	6	1	True	1	0	0.0	False			ATAC-seq|GENOMIC SINGLE CELL|other	smart-seq2
PRJNA666387	6	6	6	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	SMART-Seq v4
PRJNA674902	6	6	6	1	True	2	0	0.0	False			ATAC-seq|GENOMIC|other;OTHER|GENOMIC|other	96-well
PRJNA682200	6	6	3382	770	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	smartseq2;plate-based single cell
PRJNA691508	6	6	6	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	MARS-seq
PRJNA700845	6	6	6	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	smart-seq2
PRJNA706716	6	6	6	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	smartseq2
PRJNA735766	6	6	44	8	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	CEL-seq2
PRJNA746338	6	6	6	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	smartseq2
PRJNA752281	6	6	6	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	SMART-Seq v4
PRJNA761379	6	6	6	1	True	1	1	1.0	False		6.0	RNA-Seq|TRANSCRIPTOMIC|cDNA	smart-seq2
PRJNA777453	6	6	6	1	True	1	3	1.0	False		2.0	RNA-Seq|TRANSCRIPTOMIC|cDNA	smart-seq2
PRJNA792152	6	6	7	2	False	1	1	1.0	False		6.0	RNA-Seq|TRANSCRIPTOMIC|cDNA	smart-seq2
PRJNA812390	6	6	24	4	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	384-well
PRJNA814257	6	6	6	1	True	2	1	0.333	False		6.0	RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA;RNA-Seq|TRANSCRIPTOMIC|cDNA	Fluidigm C1
PRJNA827775	6	6	6	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	CEL-seq2
PRJNA833445	6	6	6	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	96-well
PRJNA833732	6	6	6	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	SMART-Seq v4
PRJNA838481	6	6	6	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	MARS-seq
PRJNA842232	6	6	6	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	smart-seq2
PRJNA860542	6	6	6	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	smart-seq2
PRJNA875883	6	6	6	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	SMART-Seq v4
PRJNA885491	6	6	6	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	96-well
PRJNA900146	6	6	6	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	smart-seq2
PRJNA903138	6	6	6	1	True	2	0	0.0	False			OTHER|OTHER|other;RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	plate-based single cell
PRJNA910932	6	6	6	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	96-well
PRJNA923181	6	6	6	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	96-well
PRJNA954287	6	6	6	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	96-well
PRJNA973963	6	6	6	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	96-well
PRJNA981473	6	6	6	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	smart-seq2
PRJNA991458	6	6	6	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	smart-seq2
PRJNA995437	6	6	24	4	False	1	2	0.667	False		3.0	OTHER|TRANSCRIPTOMIC|other	384-well
PRJEB115360	5	5	5	1	True	1	0	0.0	False			AMPLICON|METAGENOMIC|PCR	96-well
PRJEB41788	5	5	5	1	True	1	0	0.0	False			OTHER|TRANSCRIPTOMIC SINGLE CELL|Oligo-dT	MARS-seq;384-well
PRJNA1011912	5	5	5	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	MARS-seq
PRJNA1040832	5	5	5	1	True	1	0	0.0	False			ATAC-seq|GENOMIC|other	96-well
PRJNA1101443	5	5	5	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	384-well
PRJNA1247285	5	5	10	2	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	MARS-seq
PRJNA1365850	5	5	29	9	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	benchmark GSE310378
PRJNA1420900	5	5	32	8	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	96-well
PRJNA1422040	5	5	8	2	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	smart-seq3
PRJNA1431215	5	5	5	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	384-well
PRJNA397747	5	9	28	15	False	1	0	0.0	False			Bisulfite-Seq|GENOMIC|RANDOM	96-well
PRJNA413478	5	5	5	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	CEL-seq2
PRJNA482132	5	5	5	1	True	1	4	1.0	False		1.25	RNA-Seq|TRANSCRIPTOMIC|cDNA	CEL-seq2;plate-based single cell
PRJNA533562	5	5	5	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	384-well
PRJNA588051	5	5	772	768	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	smartseq2
PRJNA624872	5	5	5	1	True	1	5	1.0	False		1.0	RNA-Seq|TRANSCRIPTOMIC|cDNA	96-well
PRJNA685113	5	5	5	1	True	1	0	0.0	False			WGA|GENOMIC|PCR	96-well
PRJNA687473	5	5	20	4	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	384-well
PRJNA728106	5	5	5	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	96-well
PRJNA731109	5	5	44	20	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	plate-based single cell
PRJNA741223	5	5	168	48	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	96-well
PRJNA758971	5	5	32	8	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	SMART-Seq v4
PRJNA873285	5	131	131	33	False	1	0	0.0	False			AMPLICON|METAGENOMIC|PCR	96-well
PRJNA885874	5	5	20	4	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	CEL-seq2;384-well
PRJNA887101	5	5	4125	3520	False	1	0	0.0	False			ATAC-seq|GENOMIC|other	plate-based single cell
PRJNA946727	5	5	39	9	False	1	5	1.0	False		1.0	RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	STRT-seq
PRJNA955796	5	5	14	4	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	plate-based single cell
PRJEB41794	4	4	4	1	True	1	0	0.0	False			OTHER|TRANSCRIPTOMIC SINGLE CELL|Oligo-dT	MARS-seq;384-well
PRJEB71494	4	4	4	1	True	1	0	0.0	False			OTHER|TRANSCRIPTOMIC SINGLE CELL|PolyA	MARS-seq;384-well
PRJEB86878	4	4	4	1	True	2	0	0.0	False			FL-cDNA|TRANSCRIPTOMIC SINGLE CELL|Oligo-dT;RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|Oligo-dT	plate-based single cell
PRJNA1040833	4	4	4	1	True	1	0	0.0	False			OTHER|GENOMIC|other	96-well
PRJNA1052732	4	4	4	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	smart-seq2
PRJNA1055901	4	4	4	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	96-well
PRJNA1067602	4	4	4	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	smart-seq2
PRJNA1077367	4	4	4	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	384-well
PRJNA1078821	4	4	8	2	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	benchmark GSE256266
PRJNA1084024	4	4	8	2	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	smart-seq2
PRJNA1112790	4	48	48	16	False	1	0	0.0	False			WGS|METAGENOMIC|RANDOM	96-well
PRJNA1115055	4	4	4	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	smart-seq2
PRJNA1198084	4	4	4	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	384-well
PRJNA1201578	4	4	4	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	96-well
PRJNA1217854	4	4	10	4	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	384-well
PRJNA1232619	4	4	4	1	True	1	0	0.0	False			ATAC-seq|GENOMIC|other	96-well
PRJNA1237285	4	4	348	108	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	smart-seq2;384-well
PRJNA1242882	4	4	297	75	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	STRT-seq
PRJNA1248951	4	4	4	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	Fluidigm C1
PRJNA1263471	4	4	4	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	smartseq2
PRJNA1292901	4	4	4	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	smart-seq2
PRJNA1314603	4	4	12	3	False	1	0	0.0	False			OTHER|TRANSCRIPTOMIC|other	smartseq3
PRJNA1378201	4	4	4	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	CEL-seq
PRJNA1415162	4	4	4	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	benchmark GSE317744
PRJNA1461952	4	4	1152	288	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	384-well;96-well
PRJNA379286	4	4	4	1	True	1	1	1.0	False		4.0	RNA-Seq|TRANSCRIPTOMIC|cDNA	smart-seq2
PRJNA381615	4	4	4	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	CEL-seq
PRJNA391425	4	4	8	2	False	1	0	0.0	False			ChIP-Seq|GENOMIC|ChIP	96-well
PRJNA476768	4	4	4	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	384-well;plate-based single cell
PRJNA480788	4	4	4	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	MARS-seq
PRJNA504644	4	4	130	53	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	Fluidigm C1
PRJNA506822	4	4	4	1	True	1	0	0.0	False			ChIP-Seq|GENOMIC|ChIP	96-well
PRJNA529656	4	4	16	4	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	Fluidigm C1
PRJNA535483	4	4	4	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	plate-based single cell
PRJNA545349	4	4	4	1	True	1	0	0.0	False			ATAC-seq|GENOMIC|other	smart-seq2;384-well
PRJNA555408	4	4	4	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	SMART-Seq v4
PRJNA562933	4	4	4	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	96-well
PRJNA565762	4	4	16	4	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	384-well
PRJNA594885	4	4	96	24	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	96-well
PRJNA611773	4	4	4	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	MARS-seq
PRJNA638146	4	4	4	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	Fluidigm C1
PRJNA647805	4	4	864	384	False	1	1	0.028	False		4.0	RNA-Seq|TRANSCRIPTOMIC|cDNA	smartseq2;384-well
PRJNA648063	4	4	4	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	384-well
PRJNA674605	4	4	4	1	True	1	1	0.5	False		4.0	RNA-Seq|TRANSCRIPTOMIC|cDNA	MARS-seq
PRJNA716738	4	4	4	1	True	1	1	1.0	False		4.0	RNA-Seq|TRANSCRIPTOMIC|cDNA	smart-seq2
PRJNA788946	4	4	4	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	384-well
PRJNA835352	4	4	1536	384	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	smart-seq2;smartseq2;384-well
PRJNA875559	4	4	4	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	96-well
PRJNA934452	4	4	4	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	384-well
PRJNA958195	4	4	8	2	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	smart-seq2;smartseq2
PRJNA972310	4	4	4	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	smart-seq2;smartseq2
PRJNA983807	4	4	4	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	benchmark GSE234962
PRJNA997283	4	4	4	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	CEL-seq2
PRJDB5546	3	9	9	3	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	CEL-seq2
PRJEB44662	3	3	3	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|Oligo-dT	smart-seq3;SCRB-seq
PRJEB74468	3	3	3	1	True	1	0	0.0	False			OTHER|TRANSCRIPTOMIC SINGLE CELL|Oligo-dT	smart-seq3
PRJNA1135979	3	3	3	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	CEL-seq
PRJNA1146457	3	3	3	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	smart-seq3;96-well
PRJNA1220049	3	3	3	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	smartseq2;MARS-seq;96-well
PRJNA1304480	3	3	3	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	384-well
PRJNA1314622	3	3	3	1	True	1	1	1.0	False		3.0	RNA-Seq|TRANSCRIPTOMIC|cDNA	96-well
PRJNA1355162	3	3	3	1	True	1	0	0.0	False			WGS|GENOMIC|size fractionation	96-well
PRJNA1431223	3	3	3	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	384-well
PRJNA345493	3	3	3	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	smart-seq2
PRJNA350859	3	3	3	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	Fluidigm C1
PRJNA408129	3	3	3	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	CEL-seq
PRJNA412523	3	3	1582	1580	False	1	1	1.0	False		3.0	RNA-Seq|TRANSCRIPTOMIC|cDNA	Fluidigm C1
PRJNA474188	3	3	3	1	True	1	3	1.0	False		1.0	RNA-Seq|TRANSCRIPTOMIC|cDNA	smart-seq2
PRJNA494056	3	3	3	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	smart-seq2
PRJNA514749	3	12	12	5	False	2	0	0.0	False			FL-cDNA|TRANSCRIPTOMIC|RT-PCR;RNA-Seq|TRANSCRIPTOMIC|RT-PCR	smart-seq2
PRJNA523631	3	3	3	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	CEL-seq2;CEL-seq
PRJNA531394	3	3	8	3	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	smart-seq2
PRJNA564993	3	3	12	6	False	1	0	0.0	False			OTHER|TRANSCRIPTOMIC|other	96-well
PRJNA673247	3	3	11192	5157	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	smartseq2
PRJNA722846	3	3	12	4	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	384-well
PRJNA773778	3	3	3	1	True	1	0	0.0	False			OTHER|TRANSCRIPTOMIC|other	STRT-seq
PRJNA779600	3	3	3	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|PCR	96-well
PRJNA847618	3	3	271	267	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	smart-seq2
PRJNA977246	3	3	576	384	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	smart-seq2;384-well
PRJEB104937	2	2	2	1	True	1	0	0.0	False			WGS|TRANSCRIPTOMIC SINGLE CELL|unspecified	smartseq3;384-well
PRJEB29212	2	2	9	8	False	1	0	0.0	False			AMPLICON|GENOMIC|PCR	96-well
PRJEB43344	2	2	2	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|Oligo-dT	smart-seq3;384-well
PRJEB76858	2	2	4	2	False	1	0	0.0	False			CLONEEND|TRANSCRIPTOMIC SINGLE CELL|unspecified	CEL-seq2;plate-based single cell
PRJNA1007740	2	2	2	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	96-well
PRJNA1008249	2	2	376	188	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	smartseq2
PRJNA1010165	2	2	2	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	96-well
PRJNA1014471	2	2	8	4	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	384-well
PRJNA1061230	2	24	24	12	False	1	0	0.0	False			WGS|GENOMIC|RANDOM	96-well
PRJNA1072091	2	2	2	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	smart-seq3
PRJNA1078308	2	2	8	4	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	384-well
PRJNA1079357	2	2	2	1	True	2	0	0.0	False			OTHER|OTHER|other;OTHER|TRANSCRIPTOMIC|other	96-well
PRJNA1082249	2	2	4	2	False	1	0	0.0	False			ATAC-seq|GENOMIC|other	MARS-seq
PRJNA1105052	2	2	2	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	benchmark GSE266161
PRJNA1106507	2	2	2	1	True	1	0	0.0	False			ChIP-Seq|GENOMIC|ChIP	smartseq2
PRJNA1147310	2	2	2	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	smart-seq3;96-well
PRJNA1148445	2	2	8	4	False	2	0	0.0	False			OTHER|OTHER|other;OTHER|TRANSCRIPTOMIC|other	96-well
PRJNA1152960	2	2	8	4	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	384-well
PRJNA1168029	2	2	2	1	True	1	0	0.0	False			RNA-Seq|GENOMIC SINGLE CELL|cDNA	smart-seq2
PRJNA1218645	2	2	2	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	SCRB-seq
PRJNA1224927	2	2	4	2	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	96-well
PRJNA1229875	2	2	54	49	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	smartseq2;plate-based single cell
PRJNA1232191	2	2	1920	1152	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	smart-seq2
PRJNA1248934	2	2	2	1	True	1	0	0.0	False			ATAC-seq|GENOMIC|other	Fluidigm C1
PRJNA1260973	2	2	8	4	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	96-well
PRJNA1278741	2	2	6	4	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	MARS-seq
PRJNA1310572	2	2	2	1	True	1	0	0.0	False			ATAC-seq|GENOMIC SINGLE CELL|other	96-well
PRJNA1367096	2	2	2	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	96-well
PRJNA1367103	2	2	32	16	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	smart-seq2
PRJNA1438284	2	2	768	384	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	384-well
PRJNA260708	2	2	88	76	False	1	2	1.0	False		1.0	RNA-Seq|TRANSCRIPTOMIC|cDNA	Fluidigm C1
PRJNA302179	2	2	2	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	CEL-seq
PRJNA416038	2	2	8	4	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	384-well
PRJNA471813	2	2	2	1	True	1	0	0.0	False			ATAC-seq|GENOMIC|other	96-well
PRJNA472606	2	2	5	4	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	CEL-seq
PRJNA476535	2	2	14	8	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	96-well
PRJNA479330	2	57	57	51	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	Fluidigm C1
PRJNA506823	2	2	2	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	96-well
PRJNA528037	2	2	2	1	True	1	0	0.0	False			Tn-Seq|GENOMIC|PCR	96-well
PRJNA561907	2	2	2	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	SCRB-seq
PRJNA564265	2	2	18	9	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	SCRB-seq
PRJNA573294	2	61	61	60	False	1	0	0.0	False			AMPLICON|GENOMIC|PCR	96-well
PRJNA612689	2	2	576	288	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	smartseq2
PRJNA613687	2	4	4	2	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|PCR	96-well
PRJNA632939	2	992	992	768	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|Oligo-dT	plate-based single cell
PRJNA643156	2	2	760	400	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	Fluidigm C1
PRJNA658829	2	6	6	5	False	1	1	0.833	False		2.0	OTHER|TRANSCRIPTOMIC SINGLE CELL|Oligo-dT	benchmark PRJNA658829
PRJNA660772	2	10	10	5	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|Oligo-dT	smart-seq2
PRJNA670499	2	2	4	2	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	96-well
PRJNA682433	2	2	2	1	True	1	2	1.0	False		1.0	RNA-Seq|TRANSCRIPTOMIC|cDNA	96-well
PRJNA688461	2	2	2	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	smart-seq2
PRJNA689597	2	2	16	8	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	96-well
PRJNA698242	2	2	2	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	384-well;plate-based single cell
PRJNA742903	2	2	2	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	MARS-seq
PRJNA773777	2	2	8	4	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	STRT-seq
PRJNA802567	2	2	2	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	smartseq2;MARS-seq;96-well
PRJNA808091	2	2	8	4	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	96-well
PRJNA843940	2	2	2	1	True	1	0	0.0	False			OTHER|TRANSCRIPTOMIC|other	384-well
PRJNA854891	2	2	2	1	True	1	0	0.0	False			OTHER|TRANSCRIPTOMIC|other	384-well
PRJNA858851	2	2	8	4	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	96-well
PRJNA891645	2	2	2	1	True	1	0	0.0	False			OTHER|TRANSCRIPTOMIC|other	CEL-seq2
PRJNA898329	2	2	8	4	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	384-well
PRJNA922580	2	2	556	384	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	smart-seq2
PRJNA941330	2	2	4	2	False	1	0	0.0	False			OTHER|GENOMIC|other	STRT-seq
PRJNA953995	2	2	2	1	True	1	0	0.0	False			OTHER|TRANSCRIPTOMIC|other	96-well
PRJNA970711	2	2	8	4	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	CEL-seq2
PRJNA993164	2	2	2	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	smartseq2
PRJDB20276	1	2	2	2	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA_oligo_dT	smart-seq3;plate-based single cell
PRJDB20277	1	4	4	4	False	1	0	0.0	False			RNA-Seq|GENOMIC SINGLE CELL|cDNA_oligo_dT	smart-seq3;plate-based single cell
PRJDB20278	1	4	4	4	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA_oligo_dT	smart-seq3;plate-based single cell
PRJDB5489	1	1	1	1	True	1	0	0.0	False			WGS|GENOMIC|unspecified	96-well
