project	n_samples	n_experiments	n_runs	runs_per_sample_max	strict_1to1	n_assay_triples	distinct_wells	well_coverage	looks_plate	plate_format	plates_est	assay_triples	found_by
PRJNA1170298	4	8	8	3	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA_oligo_dT	10x Genomics Chromium;Chromium Single Cell 3'
PRJNA1171307	4	4	4	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1173593	4	4	5	2	False	1	5	1.0	False		0.8	RNA-Seq|TRANSCRIPTOMIC|cDNA	TruSeq Stranded mRNA
PRJNA1174233	4	4	8	2	False	1	0	0.0	False			OTHER|TRANSCRIPTOMIC|other	BD Rhapsody
PRJNA1177808	4	4	4	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	10x Genomics Chromium
PRJNA1182369	4	4	4	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	BD Rhapsody
PRJNA1184354	4	4	4	1	True	1	4	1.0	False		1.0	OTHER|OTHER|other	BD Rhapsody
PRJNA1186171	4	4	4	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1190422	4	4	8	2	False	1	0	0.0	False			ChIP-Seq|GENOMIC|ChIP	bulk RNA-seq
PRJNA1194990	4	4	4	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	10x Genomics Chromium
PRJNA1195900	4	4	4	1	True	1	2	0.5	False		2.0	RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	10x Genomics Chromium
PRJNA1196089	4	4	4	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	10x Genomics Chromium
PRJNA1196952	4	4	6	2	False	2	1	1.0	False		4.0	OTHER|OTHER|other;RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	10x Genomics Chromium
PRJNA1197977	4	4	8	3	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	bulk RNA-seq
PRJNA1199770	4	4	4	1	True	1	0	0.0	False			ncRNA-Seq|TRANSCRIPTOMIC SINGLE CELL|PCR	single nucleus RNA-seq
PRJNA1201093	4	4	4	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1204096	4	4	4	1	True	1	0	0.0	False			OTHER|TRANSCRIPTOMIC|other	bulk RNA-seq
PRJNA1207499	4	4	4	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1209070	4	4	4	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	10x Genomics Chromium
PRJNA1209912	4	4	4	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1216274	4	4	4	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1216659	4	4	4	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1222442	4	4	4	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1225326	4	4	4	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1226635	4	4	36	12	False	2	0	0.0	False			RNA-Seq|GENOMIC SINGLE CELL|cDNA;RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	10x Genomics Chromium
PRJNA1229589	4	4	20	8	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	10x Genomics Chromium
PRJNA1232122	4	4	4	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	inDrop
PRJNA1235676	4	4	4	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	TruSeq Stranded mRNA
PRJNA1236401	4	4	4	1	True	2	0	0.0	False			ATAC-seq|GENOMIC SINGLE CELL|other;RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	10x Genomics Chromium
PRJNA1243367	4	4	4	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1244319	4	4	16	4	False	1	0	0.0	False			OTHER|TRANSCRIPTOMIC|other	10x Genomics Chromium
PRJNA1246562	4	4	4	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	bulk RNA-seq
PRJNA1247690	4	4	4	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1247982	4	4	16	4	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1248474	4	4	4	1	True	1	0	0.0	False			OTHER|GENOMIC|other	bulk RNA-seq
PRJNA1248475	4	4	4	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1248878	4	4	16	4	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	bulk RNA-seq
PRJNA1248951	4	4	4	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1250282	4	4	4	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	10x Genomics Chromium
PRJNA1251587	4	4	4	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	10x Genomics Chromium
PRJNA1253741	4	4	10	3	False	1	0	0.0	False			OTHER|TRANSCRIPTOMIC|other	single nucleus RNA-seq
PRJNA1254252	4	4	4	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1255072	4	4	4	1	True	1	0	0.0	False			OTHER|GENOMIC|other	bulk RNA-seq
PRJNA1261824	4	4	8	3	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	10x Genomics Chromium
PRJNA1265191	4	4	7	2	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	bulk RNA-seq
PRJNA1266232	4	4	4	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	10x Genomics Chromium
PRJNA1269448	4	4	4	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	bulk RNA-seq
PRJNA1274884	4	4	4	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|PolyA	single nucleus RNA-seq
PRJNA1276481	4	4	10	3	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	10x Genomics Chromium
PRJNA1277270	4	4	4	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	10x Genomics Chromium
PRJNA1279991	4	4	4	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	10x Genomics Chromium;BD Rhapsody
PRJNA1283060	4	4	32	8	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	10x Genomics Chromium
PRJNA1283237	4	4	4	1	True	1	0	0.0	False			ATAC-seq|GENOMIC|other	10x Genomics Chromium
PRJNA1286132	4	4	4	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA_oligo_dT	10x Genomics Chromium
PRJNA1290215	4	4	4	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1295447	4	4	4	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	10x Genomics Chromium
PRJNA1298524	4	4	4	1	True	1	1	0.25	False		4.0	RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|Oligo-dT	10x Genomics Chromium
PRJNA1301136	4	4	12	3	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	single nucleus RNA-seq
PRJNA1304006	4	4	4	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1304391	4	4	10	4	False	2	0	0.0	False			ATAC-seq|GENOMIC SINGLE CELL|other;RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	10x Genomics Chromium
PRJNA1308050	4	4	4	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	TruSeq Stranded mRNA
PRJNA1308468	4	4	16	4	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	single nucleus RNA-seq
PRJNA1311965	4	4	4	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	10x Genomics Chromium
PRJNA1336097	4	4	4	1	True	2	0	0.0	False			OTHER|TRANSCRIPTOMIC|other;RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	10x Genomics Chromium
PRJNA1336121	4	4	4	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1336236	4	4	4	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	10x Genomics Chromium
PRJNA1344263	4	193	193	94	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|PolyA	bulk RNA-seq
PRJNA1365245	4	4	4	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1367491	4	4	4	1	True	1	0	0.0	False			OTHER|GENOMIC|other	bulk RNA-seq
PRJNA1367495	4	4	4	1	True	1	0	0.0	False			ATAC-seq|GENOMIC|other	bulk RNA-seq
PRJNA1368608	4	4	4	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	10x Genomics Chromium
PRJNA1368629	4	4	4	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	10x Genomics Chromium
PRJNA1370035	4	4	4	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	single nucleus RNA-seq
PRJNA1373211	4	4	21	7	False	1	2	1.0	False		2.0	RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	10x Genomics Chromium
PRJNA1375790	4	4	4	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	10x Genomics Chromium
PRJNA1380473	4	12	12	3	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|Oligo-dT	bulk RNA-seq
PRJNA1389642	4	4	6	3	False	2	0	0.0	False			RNA-Seq|OTHER|cDNA;RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	BD Rhapsody
PRJNA1390601	4	4	4	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1392046	4	4	4	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	10x Genomics Chromium
PRJNA1393384	4	4	8	2	False	1	1	0.75	False		4.0	RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	BD Rhapsody
PRJNA1394987	4	4	4	1	True	1	1	0.5	False		4.0	RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	10x Genomics Chromium
PRJNA1398884	4	4	4	1	True	1	0	0.0	False			ATAC-seq|GENOMIC|other	10x Genomics Chromium
PRJNA1400582	4	4	8	2	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	10x Genomics Chromium;single nucleus RNA-seq
PRJNA1402440	4	4	4	1	True	1	1	1.0	False		4.0	RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	10x Genomics Chromium
PRJNA1405456	4	4	4	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1412510	4	4	4	1	True	2	0	0.0	False			ATAC-seq|TRANSCRIPTOMIC SINGLE CELL|other;RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	single nucleus RNA-seq
PRJNA1419721	4	4	18	8	False	2	0	0.0	False			ATAC-seq|GENOMIC SINGLE CELL|other;RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	single nucleus RNA-seq
PRJNA1420649	4	4	4	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	BD Rhapsody
PRJNA1421123	4	4	4	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|Oligo-dT	single nucleus RNA-seq
PRJNA1422177	4	4	4	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1422521	4	4	4	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1430790	4	4	4	1	True	1	0	0.0	False			Hi-C|GENOMIC|other	bulk RNA-seq
PRJNA1432097	4	4	4	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	10x Genomics Chromium
PRJNA1435810	4	12	12	3	False	2	0	0.0	False			OTHER|TRANSCRIPTOMIC SINGLE CELL|cDNA;RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	10x Genomics Chromium
PRJNA1440509	4	4	4	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	10x Genomics Chromium;single nucleus RNA-seq
PRJNA1440938	4	4	4	1	True	1	0	0.0	False			ATAC-seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	single nucleus RNA-seq
PRJNA1442345	4	4	4	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|PolyA	bulk RNA-seq
PRJNA1445821	4	4	4	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	single nucleus RNA-seq
PRJNA1450007	4	4	4	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	single nucleus RNA-seq
PRJNA1451399	4	4	4	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|PCR	bulk RNA-seq
PRJNA1451512	4	4	6	2	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	10x Genomics Chromium
PRJNA1453244	4	4	4	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA_randomPriming	bulk RNA-seq
PRJNA1453907	4	4	16	4	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	10x Genomics Chromium
PRJNA1454925	4	4	4	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1458037	4	4	8	2	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	10x Genomics Chromium
PRJNA1458063	4	4	4	1	True	1	0	0.0	False			OTHER|GENOMIC|other	bulk RNA-seq
PRJNA1458840	4	4	32	8	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	bulk RNA-seq
PRJNA1462784	4	4	4	1	True	1	0	0.0	False			OTHER|GENOMIC|other	BD Rhapsody
PRJNA1465890	4	4	4	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1467483	4	4	4	1	True	2	0	0.0	False			ATAC-seq|GENOMIC SINGLE CELL|other;RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	10x Genomics Chromium;single nucleus RNA-seq
PRJNA1467653	4	4	4	1	True	2	0	0.0	False			ATAC-seq|GENOMIC SINGLE CELL|other;RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	10x Genomics Chromium;single nucleus RNA-seq
PRJNA1468190	4	4	8	2	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	10x Genomics Chromium
PRJNA1471143	4	4	4	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1475481	4	4	4	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1476689	4	4	4	1	True	2	0	0.0	False			ATAC-seq|GENOMIC SINGLE CELL|other;RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	10x Genomics Chromium
PRJNA1479667	4	4	32	8	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	10x Genomics Chromium
PRJNA1481093	4	4	4	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1481202	4	4	32	8	False	2	0	0.0	False			OTHER|OTHER|other;RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	10x Genomics Chromium
PRJNA1485000	4	4	4	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1491291	4	4	4	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	10x Genomics Chromium
PRJNA1492596	4	4	4	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA254838	4	4	8	2	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	polyA selected RNA-seq
PRJNA312955	4	4	4	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	polyA selected RNA-seq
PRJNA345153	4	4	4	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|RANDOM	TruSeq Stranded mRNA
PRJNA361222	4	4	4	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	TruSeq Stranded mRNA
PRJNA369393	4	4	4	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	Drop-seq
PRJNA389775	4	4	4	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA393307	4	4	16	4	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	Drop-seq
PRJNA401672	4	4	4	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	10x Genomics Chromium
PRJNA407819	4	4	4	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	TruSeq Stranded mRNA
PRJNA418587	4	4	4	1	True	1	2	0.5	False		2.0	RNA-Seq|TRANSCRIPTOMIC|cDNA	10x Genomics Chromium
PRJNA430800	4	4	4	1	True	1	1	1.0	False		4.0	RNA-Seq|TRANSCRIPTOMIC|cDNA	Drop-seq
PRJNA432545	4	4	4	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	TruSeq Stranded mRNA
PRJNA436558	4	4	4	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	TruSeq Stranded mRNA
PRJNA437576	4	4	4	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	TruSeq Stranded mRNA
PRJNA438067	4	4	4	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	Drop-seq
PRJNA450410	4	4	4	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	10x Genomics Chromium
PRJNA471293	4	4	7	2	False	2	0	0.0	False			ATAC-seq|GENOMIC|other;RNA-Seq|TRANSCRIPTOMIC|cDNA	inDrop
PRJNA475991	4	4	4	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	TruSeq Stranded mRNA
PRJNA482113	4	4	4	1	True	1	1	1.0	False		4.0	RNA-Seq|TRANSCRIPTOMIC|cDNA	Drop-seq
PRJNA486367	4	4	4	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	TruSeq Stranded mRNA
PRJNA490354	4	4	4	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	Drop-seq
PRJNA497380	4	4	4	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	Drop-seq;bulk RNA-seq
PRJNA504644	4	4	130	53	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	Drop-seq
PRJNA521691	4	4	4	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA523016	4	4	4	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	10x Genomics Chromium;bulk RNA-seq
PRJNA528319	4	4	7	2	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA529890	4	4	4	1	True	1	3	0.75	False		1.33	RNA-Seq|TRANSCRIPTOMIC|cDNA	Drop-seq
PRJNA530391	4	4	4	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	10x Genomics Chromium
PRJNA541014	4	4	10	7	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	10x Genomics Chromium
PRJNA542614	4	4	4	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA545834	4	4	4	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	Drop-seq
PRJNA551751	4	4	4	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	single nucleus RNA-seq
PRJNA551754	4	4	4	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	single nucleus RNA-seq
PRJNA552689	4	4	4	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	10x Genomics Chromium
PRJNA554015	4	4	8	2	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA555423	4	4	8	2	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	10x Genomics Chromium
PRJNA556354	4	4	4	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	TruSeq Stranded mRNA
PRJNA561346	4	4	4	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA565932	4	4	4	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA566455	4	4	16	4	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	10x Genomics Chromium;single nucleus RNA-seq
PRJNA566529	4	4	16	4	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	10x Genomics Chromium;single nucleus RNA-seq
PRJNA573076	4	4	4	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	10x Genomics Chromium
PRJNA576461	4	4	4	1	True	1	2	0.5	False		2.0	RNA-Seq|TRANSCRIPTOMIC|cDNA	10x Genomics Chromium
PRJNA577681	4	4	4	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA580032	4	4	4	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	10x Genomics Chromium
PRJNA587707	4	4	576	192	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	sci-RNA-seq
PRJNA594854	4	4	32	8	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	10x Genomics Chromium
PRJNA597043	4	4	64	16	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	10x Genomics Chromium
PRJNA597151	4	4	4	1	True	1	2	0.5	False		2.0	RNA-Seq|TRANSCRIPTOMIC|cDNA	10x Genomics Chromium
PRJNA600214	4	4	16	4	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	10x Genomics Chromium
PRJNA605359	4	4	16	4	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA605453	4	4	4	1	True	1	0	0.0	False			RIP-Seq|TRANSCRIPTOMIC|other	TruSeq Stranded mRNA
PRJNA606548	4	4	4	1	True	1	0	0.0	False			ChIP-Seq|GENOMIC|ChIP	bulk RNA-seq
PRJNA607306	4	4	4	1	True	1	0	0.0	False			OTHER|TRANSCRIPTOMIC|other	10x Genomics Chromium
PRJNA609101	4	4	4	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA609705	4	4	4	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA610609	4	4	4	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA611612	4	4	4	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA612700	4	4	4	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA613680	4	4	4	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	Drop-seq
PRJNA624068	4	4	4	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	Drop-seq
PRJNA625323	4	4	4	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA626620	4	4	4	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	TruSeq Stranded mRNA
PRJNA627490	4	4	4	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	10x Genomics Chromium
PRJNA627726	4	4	4	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	10x Genomics Chromium
PRJNA631512	4	4	4	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	10x Genomics Chromium
PRJNA633592	4	4	4	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA637536	4	4	16	4	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	10x Genomics Chromium
PRJNA638894	4	4	4	1	True	1	2	1.0	False		2.0	RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA640401	4	4	20	8	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	10x Genomics Chromium
PRJNA641419	4	4	14	4	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	10x Genomics Chromium
PRJNA641898	4	4	4	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	10x Genomics Chromium
PRJNA645134	4	4	32	8	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	10x Genomics Chromium
PRJNA645423	4	4	4	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	10x Genomics Chromium
PRJNA646458	4	4	4	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
