project	n_samples	n_experiments	n_runs	runs_per_sample_max	strict_1to1	n_assay_triples	distinct_wells	well_coverage	looks_plate	plate_format	plates_est	assay_triples	found_by
PRJNA1234645	11805	11805	11805	1	True	3	0	0.0	False			Hi-C|GENOMIC|size fractionation;RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|size fractionation;RNA-Seq|TRANSCRIPTOMIC|size fractionation	bulk RNA-seq
PRJNA486542	7584	7584	7584	1	True	1	96	1.0	True	96	79.0	RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA637317	6003	6003	6003	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJEB39472	4608	4608	4608	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|PolyA	single nucleus RNA-seq
PRJNA862252	4514	4514	4514	1	True	1	9	0.523	False		501.56	RNA-Seq|TRANSCRIPTOMIC|cDNA	single nucleus RNA-seq
PRJNA755316	4343	4343	4343	1	True	1	1	1.0	False		4343.0	RNA-Seq|TRANSCRIPTOMIC|cDNA	single nucleus RNA-seq
PRJNA545730	3986	3986	3986	1	True	1	96	0.972	True	96	41.52	RNA-Seq|TRANSCRIPTOMIC|cDNA	Drop-seq;sci-RNA-seq
PRJEB24615	3934	3934	3934	1	True	2	0	0.0	False			MNase-Seq|GENOMIC|MNase;RNA-Seq|TRANSCRIPTOMIC|RANDOM PCR	bulk RNA-seq
PRJNA646410	2661	2661	3819	8	False	1	6	0.675	False		443.5	RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJEB105229	2608	2608	2608	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	Drop-seq
PRJEB22075	2553	2553	2553	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|other	bulk RNA-seq
PRJNA830897	2500	2500	2500	1	True	3	0	0.0	False			ATAC-seq|GENOMIC|other;OTHER|TRANSCRIPTOMIC|other;RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	sci-RNA-seq
PRJEB23303	2212	2212	2212	1	True	2	2	0.347	False		1106.0	ATAC-seq|GENOMIC|other;RNA-Seq|TRANSCRIPTOMIC|Oligo-dT	bulk RNA-seq
PRJNA683884	2207	2207	2207	1	True	1	381	1.0	True	384	5.79	RNA-Seq|TRANSCRIPTOMIC|cDNA	single nucleus RNA-seq
PRJNA656719	2200	2200	2200	1	True	2	5	0.261	False		440.0	OTHER|TRANSCRIPTOMIC|other;RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJEB22073	2130	2130	2130	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|other	bulk RNA-seq
PRJNA785988	1908	1908	1908	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	sci-RNA-seq
PRJNA305280	1810	1810	1810	1	True	1	2	0.91	False		905.0	RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA750145	1681	1681	1681	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA660263	1664	1664	1664	1	True	1	21	1.0	False		79.24	RNA-Seq|TRANSCRIPTOMIC|cDNA	single nucleus RNA-seq
PRJNA705753	1594	1594	1594	1	True	1	96	0.843	True	96	16.6	RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1198671	1556	1556	1556	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|Oligo-dT	bulk RNA-seq
PRJNA891054	1392	1392	1392	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA720137	1293	1293	1293	1	True	1	5	0.958	False		258.6	RNA-Seq|TRANSCRIPTOMIC|cDNA	10x Genomics Chromium
PRJEB22024	1180	1180	1180	1	True	1	96	1.0	True	96	12.29	RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|PolyA	bulk RNA-seq
PRJNA1208984	1168	1168	1168	1	True	1	2	0.74	False		584.0	RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA474503	1163	1163	1163	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	10x Genomics Chromium;bulk RNA-seq
PRJNA734943	1117	1117	1117	1	True	1	2	0.891	False		558.5	RNA-Seq|TRANSCRIPTOMIC|cDNA	single nucleus RNA-seq
PRJNA420939	1029	1029	1712	2	False	1	96	0.996	True	96	10.72	RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA704410	969	969	969	1	True	1	369	1.0	True	384	2.63	RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA727100	949	949	949	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	single nucleus RNA-seq;bulk RNA-seq
PRJNA339169	924	924	924	1	True	1	7	0.81	False		132.0	RNA-Seq|TRANSCRIPTOMIC|cDNA	single nucleus RNA-seq
PRJNA385870	912	912	912	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	single nucleus RNA-seq
PRJNA1000743	893	893	893	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA486209	882	882	882	1	True	1	9	0.994	False		98.0	RNA-Seq|TRANSCRIPTOMIC|cDNA	10x Genomics Chromium
PRJNA156877	866	866	866	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|other	polyA selected RNA-seq
PRJNA156879	866	866	866	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|other	polyA selected RNA-seq
PRJNA1151000	857	857	2531	4	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	bulk RNA-seq
PRJNA420368	840	840	1053	3	False	2	0	0.0	False			OTHER|TRANSCRIPTOMIC|other;RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1183317	787	787	789	2	False	3	0	0.0	False			OTHER|TRANSCRIPTOMIC|other;RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA;RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA284255	786	786	804	2	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA683801	784	784	1072	4	False	1	103	1.0	True	384	7.61	OTHER|TRANSCRIPTOMIC|other	single nucleus RNA-seq
PRJNA772275	760	760	760	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	single nucleus RNA-seq
PRJNA390180	730	730	730	1	True	1	95	0.97	True	96	7.68	RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA818705	606	606	1209	2	False	1	96	1.0	True	96	6.31	OTHER|TRANSCRIPTOMIC|other	single nucleus RNA-seq
PRJNA305381	583	583	743	2	False	1	95	0.386	False		6.14	RNA-Seq|TRANSCRIPTOMIC|cDNA	Drop-seq
PRJNA1211053	542	542	567	2	False	1	48	0.18	False		11.29	RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1314122	529	529	529	1	True	1	8	0.045	False		66.12	RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA904305	508	508	508	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1135223	479	479	479	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA783609	472	472	472	1	True	4	4	0.144	False		118.0	ATAC-seq|GENOMIC|other;ChIP-Seq|GENOMIC|ChIP;OTHER|GENOMIC|other;RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA772276	465	465	465	1	True	1	2	1.0	False		232.5	RNA-Seq|TRANSCRIPTOMIC|cDNA	single nucleus RNA-seq
PRJNA975850	449	449	898	2	False	2	0	0.0	False			RNA-Seq|OTHER|cDNA;RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA417291	446	446	446	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	Drop-seq
PRJNA704434	441	441	441	1	True	3	0	0.0	False			ATAC-seq|GENOMIC|other;OTHER|GENOMIC|other;RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA527986	422	422	422	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	polyA selected RNA-seq
PRJNA1015634	419	419	419	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|PCR	bulk RNA-seq
PRJNA1237226	414	414	414	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1106086	409	409	409	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|Inverse rRNA	bulk RNA-seq
PRJNA1106087	409	409	409	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|Inverse rRNA	bulk RNA-seq
PRJNA884847	401	401	401	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	single nucleus RNA-seq
PRJNA330734	398	759	759	25	False	4	9	0.017	False		44.22	AMPLICON|GENOMIC|PCR;RNA-Seq|TRANSCRIPTOMIC|Oligo-dT;RNA-Seq|TRANSCRIPTOMIC|PolyA;RNA-Seq|TRANSCRIPTOMIC|RT-PCR	TruSeq Stranded mRNA
PRJNA600755	397	397	397	1	True	1	96	0.798	True	96	4.14	RNA-Seq|TRANSCRIPTOMIC|cDNA	single nucleus RNA-seq
PRJNA689882	393	421	421	8	False	3	0	0.0	False			ATAC-seq|OTHER|other;RNA-Seq|TRANSCRIPTOMIC|cDNA;WXS|GENOMIC|Hybrid Selection	bulk RNA-seq
PRJNA689883	393	421	421	8	False	3	0	0.0	False			ATAC-seq|OTHER|other;RNA-Seq|TRANSCRIPTOMIC|cDNA;WXS|GENOMIC|Hybrid Selection	bulk RNA-seq
PRJNA437966	387	387	387	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1001016	384	384	384	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA980895	379	379	379	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA811136	361	361	361	1	True	1	11	0.994	False		32.82	RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA558793	360	494	494	6	False	6	0	0.0	False			OTHER|GENOMIC|RANDOM;OTHER|TRANSCRIPTOMIC|PCR;RNA-Seq|TRANSCRIPTOMIC|PCR;RNA-Seq|TRANSCRIPTOMIC|PolyA;RNA-Seq|TRANSCRIPTOMIC|RANDOM;WGS|GENOMIC|RANDOM	TruSeq Stranded mRNA
PRJNA1304012	344	344	344	1	True	2	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|PolyA;WGS|TRANSCRIPTOMIC|PolyA	bulk RNA-seq
PRJNA415945	338	338	338	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA701476	334	334	334	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA776254	334	334	334	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	sci-RNA-seq
PRJNA338827	331	1180	1754	23	False	7	2	0.489	False		165.5	ATAC-seq|GENOMIC|PolyA;ATAC-seq|GENOMIC|RANDOM;Bisulfite-Seq|GENOMIC|unspecified;RNA-Seq|TRANSCRIPTOMIC|PolyA;RNA-Seq|TRANSCRIPTOMIC|cDNA;WGS|GENOMIC|unspecified	bulk RNA-seq
PRJNA396086	331	1180	1754	23	False	7	2	0.489	False		165.5	ATAC-seq|GENOMIC|PolyA;ATAC-seq|GENOMIC|RANDOM;Bisulfite-Seq|GENOMIC|unspecified;RNA-Seq|TRANSCRIPTOMIC|PolyA;RNA-Seq|TRANSCRIPTOMIC|cDNA;WGS|GENOMIC|unspecified	bulk RNA-seq
PRJNA1143901	320	320	320	1	True	1	3	0.188	False		106.67	RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA707487	320	320	320	1	True	1	0	0.0	False			WGS|METAGENOMIC|RANDOM	10x Genomics Chromium
PRJNA483799	317	317	329	4	False	1	95	0.751	True	96	3.34	RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA600756	317	317	317	1	True	1	96	1.0	True	96	3.3	RNA-Seq|TRANSCRIPTOMIC|cDNA	single nucleus RNA-seq
PRJNA836753	312	312	312	1	True	1	16	0.974	False		19.5	RNA-Seq|TRANSCRIPTOMIC|cDNA	TruSeq Stranded mRNA
PRJNA1298937	309	309	309	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq;polyA selected RNA-seq
PRJNA947905	305	305	305	1	True	1	1	0.216	False		305.0	RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA923326	300	300	300	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1026584	298	298	298	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1225705	294	294	548	3	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA318366	291	291	291	1	True	1	96	0.99	True	96	3.03	RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA788519	289	289	355	8	False	4	0	0.0	False			ATAC-seq|GENOMIC|other;ChIP-Seq|GENOMIC|ChIP;OTHER|GENOMIC|other;RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA306557	288	288	288	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA641118	288	288	288	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1059263	279	279	279	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1305731	271	271	271	1	True	3	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA;RNA-Seq|TRANSCRIPTOMIC|Hybrid Selection;RNA-Seq|TRANSCRIPTOMIC|PolyA	bulk RNA-seq
PRJNA1415199	270	270	270	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1424874	269	269	269	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1237219	259	259	259	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA317461	254	254	254	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	single nucleus RNA-seq
PRJNA957769	254	254	254	1	True	3	0	0.0	False			OTHER|OTHER|RANDOM PCR;RNA-Seq|TRANSCRIPTOMIC|Oligo-dT;WGS|OTHER|RANDOM PCR	bulk RNA-seq
PRJNA393431	246	246	246	1	True	1	101	1.0	True	384	2.44	RNA-Seq|TRANSCRIPTOMIC|cDNA	inDrop
PRJNA955664	246	246	246	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1183904	243	243	254	4	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA290888	242	242	242	1	True	1	82	0.934	True	96	2.95	ncRNA-Seq|TRANSCRIPTOMIC|size fractionation	bulk RNA-seq
PRJNA616382	242	242	242	1	True	1	94	1.0	True	96	2.57	RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA680293	241	241	2118	15	False	1	2	0.001	False		120.5	RNA-Seq|TRANSCRIPTOMIC|cDNA	10x Genomics Chromium
PRJEB22698	240	240	240	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|other	bulk RNA-seq
PRJNA719235	240	240	240	1	True	1	3	0.008	False		80.0	RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1124926	233	233	233	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|PolyA	bulk RNA-seq
PRJNA1429369	228	228	228	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA454345	224	415	415	20	False	9	0	0.0	False			ATAC-seq|GENOMIC|other;ChIP-Seq|GENOMIC|ChIP;RNA-Seq|TRANSCRIPTOMIC|Inverse rRNA;RNA-Seq|TRANSCRIPTOMIC|PolyA;RNA-Seq|TRANSCRIPTOMIC|cDNA_oligo_dT;RNA-Seq|TRANSCRIPTOMIC|other	bulk RNA-seq
PRJNA454346	224	415	415	20	False	9	0	0.0	False			ATAC-seq|GENOMIC|other;ChIP-Seq|GENOMIC|ChIP;RNA-Seq|TRANSCRIPTOMIC|Inverse rRNA;RNA-Seq|TRANSCRIPTOMIC|PolyA;RNA-Seq|TRANSCRIPTOMIC|cDNA_oligo_dT;RNA-Seq|TRANSCRIPTOMIC|other	bulk RNA-seq
PRJNA544778	221	324	324	36	False	8	8	0.244	False		27.62	Hi-C|GENOMIC|Restriction Digest;RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|RANDOM PCR;RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|size fractionation;RNA-Seq|TRANSCRIPTOMIC|RANDOM PCR;RNA-Seq|TRANSCRIPTOMIC|size fractionation;WGS|GENOMIC|RANDOM PCR	BD Rhapsody
PRJNA1237082	216	216	216	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1468715	214	214	214	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJEB49000	210	210	210	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|Oligo-dT	bulk RNA-seq
PRJNA285793	208	208	208	1	True	2	0	0.0	False			OTHER|GENOMIC|other;RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA952691	205	205	205	1	True	1	1	0.02	False		205.0	RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1196432	204	418	418	6	False	1	9	0.986	False		22.67	RNA-Seq|TRANSCRIPTOMIC|PolyA	single nucleus RNA-seq
PRJNA800072	204	204	205	2	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA821727	203	203	203	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	TruSeq Stranded mRNA
PRJNA753082	202	202	202	1	True	1	20	0.886	False		10.1	RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1445297	200	200	200	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJEB27250	197	197	197	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|RANDOM	bulk RNA-seq
PRJEB106134	194	194	194	1	True	2	47	0.284	False		4.13	AMPLICON|TRANSCRIPTOMIC SINGLE CELL|PCR;AMPLICON|TRANSCRIPTOMIC|RACE	10x Genomics Chromium
PRJNA760795	194	194	194	1	True	4	8	0.227	False		24.25	MeDIP-Seq|GENOMIC|5-methylcytidine antibody;RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA;RNA-Seq|TRANSCRIPTOMIC|cDNA;miRNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1367552	193	193	772	4	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1139100	192	192	192	1	True	1	1	0.042	False		192.0	RNA-Seq|TRANSCRIPTOMIC|PolyA	bulk RNA-seq
PRJNA1370972	192	192	192	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA706199	192	192	192	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1027331	191	191	191	1	True	1	1	0.314	False		191.0	RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1237611	190	190	190	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA338797	190	190	190	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJEB68188	189	189	189	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|Oligo-dT	Drop-seq
PRJNA1322299	189	189	189	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1092365	187	187	187	1	True	3	18	0.096	False		10.39	AMPLICON|METAGENOMIC|PCR;RNA-Seq|TRANSCRIPTOMIC|cDNA;WGS|METAGENOMIC|PCR	bulk RNA-seq
PRJNA723325	187	187	187	1	True	1	10	0.567	False		18.7	RNA-Seq|TRANSCRIPTOMIC|cDNA	TruSeq Stranded mRNA
PRJNA975472	185	185	185	1	True	2	0	0.0	False			OTHER|TRANSCRIPTOMIC|other;RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA	single nucleus RNA-seq
PRJNA718494	184	184	184	1	True	6	10	0.505	False		18.4	ATAC-seq|GENOMIC|other;Bisulfite-Seq|GENOMIC|Reduced Representation;ChIP-Seq|GENOMIC|ChIP;OTHER|GENOMIC|other;RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA;RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA936831	182	182	252	3	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1134707	181	181	181	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1186815	181	181	181	1	True	2	0	0.0	False			Bisulfite-Seq|GENOMIC|Reduced Representation;RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1106443	180	180	180	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1277574	180	180	204	2	False	2	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA;RNA-Seq|TRANSCRIPTOMIC|cDNA	single nucleus RNA-seq;bulk RNA-seq
PRJNA692475	180	180	180	1	True	4	0	0.0	False			ATAC-seq|GENOMIC|other;ChIP-Seq|GENOMIC|ChIP;RNA-Seq|GENOMIC|cDNA;RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1276067	178	178	178	1	True	1	4	1.0	False		44.5	RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1249091	176	176	176	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1424955	176	176	176	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1311349	175	175	175	1	True	1	2	0.543	False		87.5	RNA-Seq|TRANSCRIPTOMIC|cDNA	TruSeq Stranded mRNA
PRJEB82799	174	174	174	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1166181	174	174	190	2	False	2	0	0.0	False			RNA-Seq|OTHER|cDNA;RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1214537	172	172	172	1	True	2	0	0.0	False			AMPLICON|METAGENOMIC|PCR;RNA-Seq|TRANSCRIPTOMIC|PolyA	bulk RNA-seq
PRJNA753892	172	176	176	2	False	2	0	0.0	False			Bisulfite-Seq|GENOMIC|Hybrid Selection;RNA-Seq|TRANSCRIPTOMIC|PolyA	bulk RNA-seq
PRJNA753893	172	176	176	2	False	2	0	0.0	False			Bisulfite-Seq|GENOMIC|Hybrid Selection;RNA-Seq|TRANSCRIPTOMIC|PolyA	bulk RNA-seq
PRJNA795807	171	171	171	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA802024	171	171	684	4	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1226667	170	170	183	6	False	1	4	0.066	False		42.5	RNA-Seq|TRANSCRIPTOMIC|RANDOM	single nucleus RNA-seq
PRJNA1226668	170	170	183	6	False	1	4	0.066	False		42.5	RNA-Seq|TRANSCRIPTOMIC|RANDOM	single nucleus RNA-seq
PRJNA924765	170	170	170	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJEB27791	168	168	168	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|PolyA	bulk RNA-seq
PRJNA1158811	168	168	168	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq;TruSeq Stranded mRNA
PRJNA1414535	168	168	168	1	True	2	0	0.0	False			OTHER|OTHER|other;OTHER|TRANSCRIPTOMIC|other	10x Genomics Chromium
PRJEB87277	167	167	167	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|other	bulk RNA-seq
PRJNA1037470	167	167	167	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	TruSeq Stranded mRNA
PRJNA1246632	167	167	668	4	False	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1156550	165	646	646	4	False	4	0	0.0	False			ATAC-seq|GENOMIC|other;OTHER|OTHER|other;RNA-Seq|TRANSCRIPTOMIC SINGLE CELL|cDNA_oligo_dT;RNA-Seq|TRANSCRIPTOMIC|cDNA_oligo_dT	single nucleus RNA-seq
PRJDB12700	164	164	164	1	True	2	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|Oligo-dT;RNA-Seq|TRANSCRIPTOMIC|cDNA_oligo_dT	polyA selected RNA-seq
PRJNA1009445	164	164	164	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|unspecified	bulk RNA-seq
PRJNA517651	163	163	163	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1077986	162	162	162	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1178161	162	162	162	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA613594	162	162	162	1	True	1	6	0.099	False		27.0	RNA-Seq|TRANSCRIPTOMIC|cDNA	TruSeq Stranded mRNA
PRJNA663924	161	161	161	1	True	2	2	0.888	False		80.5	ATAC-seq|GENOMIC|other;RNA-Seq|TRANSCRIPTOMIC|cDNA	bulk RNA-seq
PRJNA1083420	160	160	160	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	TruSeq Stranded mRNA
PRJNA551750	160	160	160	1	True	1	0	0.0	False			RNA-Seq|TRANSCRIPTOMIC|cDNA	single nucleus RNA-seq
